sentence_id	text_a	text_b	pair_label	tagging_label	text_label
200105550523250362_2_5x3	上 大 学 时 真 的 不 能 了 解 你 们 管 我 管 得 那 么 严 格 。 但 ， 有 了 女 儿 就 慢 慢 儿 了 解 你 们 。 我 真 对 不 起 你 们 ， 生 长 时 不 懂 事 ， 长 大 后 有 自 己 的 事 忙 得 团 团 转 。	NONE	NONE	C C C C C C C C S S C C C C C C C C C C C C C C C C C C C C C S S M C C C C C C C C C C S S S C C C C C C C C C C C C C C C C C C	上 大 学 时 真 的 不 能 理 解 你 们 管 我 管 得 那 么 严 格 。 但 ， 有 了 女 儿 就 慢 慢 儿 理 解 了 你 们 。 我 真 对 不 起 你 们 ， 小 时 候 不 懂 事 ， 长 大 后 有 自 己 的 事 忙 得 团 团 转 。
200405204525200146_2_3x1	吸 烟 者 的 患 肺 病 率 很 高 ， 再 说 他 们 的 寿 命 比 不 吸 烟 者 短 一 点 。	NONE	NONE	C C C R C C C S C C C C C C C C C C C C C C C C C C C	吸 烟 者 患 肺 病 的 比 率 很 高 ， 再 说 他 们 的 寿 命 比 不 吸 烟 者 短 一 点 。
200210540540150113_2_1x1	随 着 世 界 的 经 济 科 技 的 进 展 ， 人 们 为 在 物 质 上 的 追 求 ， 进 行 了 你 死 我 活 的 博 斗 。	NONE	NONE	C C C C C R C M C C S S C C C C S C C C C C C C C C C C C C C C S S C	随 着 世 界 经 济 和 科 技 的 发 展 ， 人 们 为 了 物 质 上 的 追 求 ， 进 行 了 你 死 我 活 的 搏 斗 。
200105550523250329_2_1x1	视 ！	NONE	NONE	S C	敬 礼 ！
200505215519230112_2_3x2	从 小 就 观 察 爸 爸 如 何 从 信 封 里 剪 下 邮 票 , 直 到 把 它 珍 藏 在 邮 票 薄 子 里 。 除 此 之 外 爸 爸 还 传 授 我 不 少 邮 票 里 的 知 识 ， 从 国 家 地 理 、 历 史 、 人 物 至 天 学 历 史 , 包 罗 万 象 ， 从 小 在 我 幼 年 时 期 留 下 深 刻 的 印 象 。	NONE	NONE	M C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C S S C C C C C C C C R R C C C C C C C C C C C C C C	我 从 小 就 观 察 爸 爸 如 何 从 信 封 里 剪 下 邮 票 , 直 到 把 它 珍 藏 在 邮 票 薄 子 里 。 除 此 之 外 爸 爸 还 传 授 我 不 少 邮 票 里 的 知 识 ， 从 国 家 地 理 、 历 史 、 人 物 至 天 文 历 史 , 包 罗 万 象 ， 在 我 幼 年 时 期 留 下 深 刻 的 印 象 。
200304131525200181_2_1x1	我 来 中 国 学 习 汉 语 的 原 因 是 我 上 高 中 看 见 了 一 本 小 说 ， 那 本 小 说 的 主 公 人 是 日 本 人 ， 他 的 朋 友 是 中 国 人 ， 他 们 俩 一 起 交 流 的 时 间 很 短 ， 不 过 他 们 一 生 不 忘 掉 对 方 的 存 在 。	NONE	NONE	C C C C C C C C C C C C C C C C S S C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C S C C C C C C C C	我 来 中 国 学 习 汉 语 的 原 因 是 我 上 高 中 时 看 了 一 本 小 说 ， 那 本 小 说 的 主 公 人 是 日 本 人 ， 他 的 朋 友 是 中 国 人 ， 他 们 俩 一 起 交 流 的 时 间 很 短 ， 不 过 他 们 一 生 没 有 忘 掉 对 方 的 存 在 。
200505204525200073_2_1x1	我 在 小 学 的 时 候 ， 我 父 母 亲 经 常 带 我 去 旅 游 。	NONE	NONE	C R C C C C C C C C C C C C C C C C C C	我 小 学 的 时 候 ， 我 父 母 亲 经 常 带 我 去 旅 游 。
200405109523101017_2_1x2	吸 烟 是 毒 一 种 麻 药 。 不 好 的 应 该 世 界 上 消 失 。	NONE	NONE	C C C M M C C C C C C C M C M C C C C C	吸 烟 是 有 毒 的 一 种 麻 药 。 不 好 的 东 西 应 该 从 世 界 上 消 失 。
200210540540250019_2_1x1	孩 子 们 是 生 活 在 第 二 廿 世 纪 末 ， 二 廿 一 世 纪 里 ， 还 是 在 第 三 个 千 百 年 呢 ！	NONE	NONE	C C C R C C C R C S C C C C C S C C C C C C C C C C C C C C C C	孩 子 们 生 活 在 二 十 世 纪 末 ， 二 十 一 世 纪 里 ， 还 是 在 第 三 个 千 百 年 呢 ！
200410534610150049_2_3x2	如 果 双 方 都 有 良 好 的 影 想 ， 我 们 可 以 发 现 同 样 的 兴 趣 ， 接 近 的 想 法 和 生 活 方 式 ， 逐 渐 相 爱 。 肯 定 是 很 好 的 始 。	NONE	NONE	C C C C C C C C C S S C C C M C C C C C C C C C C C C C C C C C C C C C C C C C M C C C C C S C	如 果 双 方 都 有 良 好 的 印 象 ， 我 们 就 可 以 发 现 同 样 的 兴 趣 ， 接 近 的 想 法 和 生 活 方 式 ， 逐 渐 相 爱 。 这 肯 定 是 很 好 的 开 始 。
200209550523250282_2_4x2	我 们 的 爸 妈 度 过 小 、 青 年 时 ， 每 个 生 活 品 很 不 足 。 所 以 他 们 常 常 听 到 自 己 父 母 的 节 省 一 切 的 管 教 , 但 目 前 的 年 轻 人 正 在 度 过 生 活 环 境 与 父 母 截 然 不 同 。	NONE	NONE	C C C C C C C S C C C C C R R C C S C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C R R S S M C C C C C C C C C C C	我 们 的 爸 妈 度 过 童 年 、 青 年 时 ， 生 活 质 量 很 不 足 。 所 以 他 们 常 常 听 到 自 己 父 母 的 节 省 一 切 的 管 教 , 但 目 前 的 年 轻 人 所 处 的 生 活 环 境 与 父 母 截 然 不 同 。
200505522522110011_2_1x1	我 觉 得 亲 戚 朋 友 介 绍 或 是 自 己 所 追 求 ， 慢 慢 了 解 逐 渐 相 爱 这 样 最 为 理 想 。 因 为 现 代 社 会 寻 求 知 识 追 求 自 己 的 理 想 的 年 轻 人 越 来 越 多 。 不 论 男 女 都 有 自 己 梦 要 去 实 现 ， 所 以 在 这 一 路 上 能 有 一 个 彼 此 了 解 的 伴 走 下 去 ， 这 样 生 活 会 更 充 满 幸 福 。 只 有 慢 慢 了 解 彼 此 ， 在 这 段 时 间 坦 白 地 面 对 生 活 社 会 ， 未 来 找 到 了 共 同 点 愿 意 向 对 方 付 出 或 一 起 努 力 ， 这 样 结 合 在 一 起 才 会 永 久 。 因 为 我 曾 看 到 很 多 不 快 乐 的 家 庭 ， 是 因 为 两 个 的 思 想 学 识 有 很 大 区 别 ， 所 以 使 婚 姻 破 裂 一 切 不 快 乐 的 事 ， 却 受 在 无 辜 的 孩 子 身 上 。	NONE	NONE	C C C C C C C C C C C C C R C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C M C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C R R C C C C C C C C C C C C C C C C C M C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C S C C C C C C C C C	我 觉 得 亲 戚 朋 友 介 绍 或 是 自 己 追 求 ， 慢 慢 了 解 逐 渐 相 爱 这 样 最 为 理 想 。 因 为 现 代 社 会 寻 求 知 识 追 求 自 己 的 理 想 的 年 轻 人 越 来 越 多 。 不 论 男 女 都 有 自 己 的 梦 要 去 实 现 ， 所 以 在 这 一 路 上 能 有 一 个 彼 此 了 解 的 伴 走 下 去 ， 这 样 生 活 会 更 幸 福 。 只 有 慢 慢 了 解 彼 此 ， 在 这 段 时 间 内 坦 白 地 面 对 生 活 社 会 ， 未 来 找 到 了 共 同 点 愿 意 向 对 方 付 出 或 一 起 努 力 ， 这 样 结 合 在 一 起 才 会 永 久 。 因 为 我 曾 看 到 很 多 不 快 乐 的 家 庭 ， 是 因 为 两 个 的 思 想 学 识 有 很 大 区 别 ， 所 以 使 婚 姻 破 裂 一 切 不 快 乐 的 事 ， 却 发 生 在 无 辜 的 孩 子 身 上 。
200105550523150151_2_1x1	我 看 ， 这 是 我 第 一 次 给 您 们 写 信 了 。	NONE	NONE	C C C C C C C C C C C C C C R C	我 看 ， 这 是 我 第 一 次 给 您 们 写 信 。
200509534533150159_2_1x1	本 人 一 年 前 因 一 些 个 人 缘 故 ， 辞 退 了 在 新 加 坡 旅 游 局 工 作 四 年 的 一 职 。	NONE	NONE	C C C C C C C C C C C C C C C C C C C C C C C C C C C C S S C	本 人 一 年 前 因 一 些 个 人 缘 故 ， 辞 退 了 在 新 加 坡 旅 游 局 工 作 四 年 的 职 位 。
200505109525100710_2_3x2	父 亲 工 作 非 常 忙 ， 一 般 他 晚 上 九 点 十 点 才 回 来 。 但 是 他 在 家 里 没 说 自 己 辛 苦 的 心 情 。	NONE	NONE	C C C C C C C C C C C C C C C C C C C C C C C C C C C S C C C C C R R R C	父 亲 工 作 非 常 忙 ， 一 般 他 晚 上 九 点 十 点 才 回 来 。 但 是 他 在 家 里 不 说 自 己 辛 苦 。
200210540540150093_2_1x3	代 沟 问 题 通 常 出 现 在 婆 媳 之 间 ， 常 常 为 了 双 方 对 某 某 事 情 的 观 点 不 一 ， 但 其 出 发 点 总 是 好 的 。 起 先 做 媳 妇 还 能 忍 气 吞 声 ， 大 事 化 小 ， 小 事 化 无 ， 久 而 久 之 ， 做 媳 妇 的 感 到 婆 婆 怎 样 反 而 步 步 紧 逼 ， 不 通 情 理 ， 后 来 进 而 埋 怨 做 丈 夫 的 不 能 主 持 公 道 。 在 媳 妇 眼 里 觉 得 丈 夫 总 是 顺 着 母 亲 ， 不 吭 声 ； 而 在 母 亲 一 方 呢 ， 总 觉 得 儿 子 变 了 ， 媳 妇 错 了 也 不 敢 讲 。	NONE	NONE	C C C C C C C C C C C C C C C C S S C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C R R C C C C C C C C C C C C C C R R C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C	代 沟 问 题 通 常 出 现 在 婆 媳 之 间 ， 常 常 因 为 双 方 对 某 某 事 情 的 观 点 不 一 ， 但 其 出 发 点 总 是 好 的 。 起 先 做 媳 妇 还 能 忍 气 吞 声 ， 大 事 化 小 ， 小 事 化 无 ， 久 而 久 之 ， 做 媳 妇 的 感 到 婆 婆 反 而 步 步 紧 逼 ， 不 通 情 理 ， 后 来 埋 怨 做 丈 夫 的 不 能 主 持 公 道 。 在 媳 妇 眼 里 觉 得 丈 夫 总 是 顺 着 母 亲 ， 不 吭 声 ； 而 在 母 亲 一 方 呢 ， 总 觉 得 儿 子 变 了 ， 媳 妇 错 了 也 不 敢 讲 。
200307201523100021_2_3x1	所 以 要 享 受   更 美 丽 的 生 活 。	NONE	NONE	C C C C C C C S S C C C C	所 以 要 享 受   更 美 好 的 生 活 。
200209550523150858_2_2x1	如 果 父 母 们 不 答 应 子 女 们 想 做 的 话 ， 在 这 里 ， 子 女 们 也 会 认 为 父 母 们 都 不 喜 欢 我 ， 所 以 父 母 们 一 定 要 答 应 子 女 们 想 做 的 东 西 。	NONE	NONE	C C C C C C C C C C C C C M C C C C C C C C C C C C C C C C C C C C S C C C C C C C C C C C C C C C C C S S C	如 果 父 母 们 不 答 应 子 女 们 想 做 的 事 情 的 话 ， 在 这 里 ， 子 女 们 也 会 认 为 父 母 们 都 不 喜 欢 自 己 ， 所 以 父 母 们 一 定 要 答 应 子 女 们 想 做 的 事 情 。
200505109525202469_2_7x1	她 很 老 实 ， 恨 自 私 。	NONE	NONE	C C C C C S C C C	她 很 老 实 ， 讨 厌 自 私 。
200510302523100213_2_5x1	说 明 了 流 行 音 乐 对 社 会 没 有 一 点 利 益 。	NONE	NONE	M C C C C C C C C C C C C C S S C	这 说 明 了 流 行 音 乐 对 社 会 没 有 一 点 好 处 。
200504534533150152_2_2x2	我 是 以 中 立 场 的 身 份 来 仔 细 地 看 待 这 个 问 题 。 我 同 意 也 不 同 意 男 女 应 该 发 班 。	NONE	NONE	C C C S S S C C C C C C C C C C C C C M C M C C C C C C C C C S C C	我 是 以 中 立 者 的 身 份 来 仔 细 地 看 待 这 个 问 题 的 。 我 既 同 意 也 不 同 意 男 女 应 该 分 班 。
200305533533250039_2_1x1	我 最 近 读 的 书 之 中 ， 有 一 本 我 觉 得 有 意 思 的 一 本 书 ， 哪 就 是 《 哈 利 波 特 》 。	NONE	NONE	C C C C C C C C C C C C C C C C C C C R R C C S C C C C C C C C C	我 最 近 读 的 书 之 中 ， 有 一 本 我 觉 得 有 意 思 的 书 ， 那 就 是 《 哈 利 波 特 》 。
200505522522210009_2_1x1	这 样 的 爱 情 很 值 得 珍 惜 ， 认 识 他 后 我 就 说 今 生 除 了 他 ， 在 我 心 中 ， 谁 都 不 能 再 有 这 个 地 位 ， 我 自 己 默 默 的 许 给 了 他 ， 不 幸 的 是 我 们 见 面 只 有 六 天 就 离 开 了 ， 到 现 在 都 还 未 再 见 ， 我 一 直 在 说 我 会 待 他 的 再 次 出 现 和 相 遇 ， 因 为 我 一 直 相 信 缘 分 。 其 他 的 介 绍 认 识 、 两 人 慢 慢 培 养 感 情 都 没 有 这 种 好 。	NONE	NONE	C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C S C C C C C C C C C C C C C C C C C C S S C C C C C C C C C C C C C C C C C C S C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C	这 样 的 爱 情 很 值 得 珍 惜 ， 认 识 他 后 我 就 说 今 生 除 了 他 ， 在 我 心 中 ， 谁 都 不 能 再 有 这 个 地 位 ， 我 自 己 默 默 地 许 给 了 他 ， 不 幸 的 是 我 们 见 面 只 有 六 天 就 分 开 了 ， 到 现 在 都 还 未 再 见 ， 我 一 直 在 说 我 会 等 待 他 的 再 次 出 现 和 相 遇 ， 因 为 我 一 直 相 信 缘 分 。 其 他 的 介 绍 认 识 、 两 人 慢 慢 培 养 感 情 都 没 有 这 种 好 。
200405109525200119_2_1x2	其 次 ， 对 公 众 利 益 的 角 度 来 看 ， 我 认 为 有 两 种 好 处 。 第 一 ， 边 走 边 抽 的 人 常 常 把 完 的 烟 随 便 扔 掉 ， 从 此 街 上 的 环 境 越 来 越 不 好 。	NONE	NONE	C C C S C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C M C C C C C C C C C C C C C C C C C C C C	其 次 ， 从 公 众 利 益 的 角 度 来 看 ， 我 认 为 有 两 种 好 处 。 第 一 ， 边 走 边 抽 的 人 常 常 把 吸 完 的 烟 随 便 扔 掉 ， 从 此 街 上 的 环 境 越 来 越 不 好 。
200205212525200016_2_4x1	有 些 国 家 在 法 律 上 把 安 乐 死 是 杀 人 罪 的 。	NONE	NONE	C C C C C C C C S C C C C C C C R C	有 些 国 家 在 法 律 上 认 定 安 乐 死 是 杀 人 罪 。
200105550523150055_2_7x2	当 然 了 解 您 的 看 法 ， 您 常 常 劝 我 用 功 学 习 ， 然 后 希 望 我 在 这 世 界 成 当 真 正 的 人 才 。 妈 ， 我 听 您 的 话 ， 我 毕 业 以 后 ， 要 找 跟 中 国 贸 易 有 关 的 部 门 ， 以 后 我 要 给 韩 中 两 国 良 好 的 益 利 ， 我 可 有 信 心 呢 ！	NONE	NONE	C C C C C C C C C C C C C C C C C C C C C C C C C C C C C S C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C S S C C C C C C C C	当 然 了 解 您 的 看 法 ， 您 常 常 劝 我 用 功 学 习 ， 然 后 希 望 我 在 这 世 界 成 为 真 正 的 人 才 。 妈 ， 我 听 您 的 话 ， 我 毕 业 以 后 ， 要 找 跟 中 国 贸 易 有 关 的 部 门 ， 以 后 我 要 给 韩 中 两 国 良 好 的 利 益 ， 我 可 有 信 心 呢 ！
200105550523250355_2_2x1	母 亲 节 前 一 天 我 为 了 买 妈 妈 和 爸 爸 找 遍 了 很 多 商 店 。	NONE	NONE	C C C C C C C C C C C C M C C C R C C C C C C	母 亲 节 前 一 天 我 为 了 买 妈 妈 的 礼 物 和 爸 爸 找 了 很 多 商 店 。
200410534533250130_2_2x1	但 ， 我 觉 得 最 理 想 的 方 式 就 是 从 小 一 起 长 大 、 一 起 同 甘 共 苦 而 自 然 地 走 到 爱 情 的 路 上 的 一 对 男 女 。	NONE	NONE	C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C C R R R R R C	但 ， 我 觉 得 最 理 想 的 方 式 就 是 从 小 一 起 长 大 、 一 起 同 甘 共 苦 而 自 然 地 走 到 爱 情 的 路 上 。
106	所 以 我 感 到 非 常 吃 惊 了 。	NONE	NONE	C C C C C C C C C R C	所 以 我 感 到 非 常 吃 惊 。
107	我 第 一 次 喝 了 绍 兴 酒 。	NONE	NONE	C C C C C R C C C C	我 第 一 次 喝 绍 兴 酒 。
117	你 是 我 的 最 好 的 朋 友 吧 。	NONE	NONE	C C C R C C C C C C C	你 是 我 最 好 的 朋 友 吧 。
4132	我 会 我 的 爷 爷 和 奶 奶 也 我 的 狗 面 见 。	NONE	NONE	C C M C C C C C C S C C C S S C	我 会 与 我 的 爷 爷 和 奶 奶 以 及 我 的 狗 见 面 。
4149	控 制 用 不 着 ， 放 开 控 制 也 用 不 着 。	NONE	NONE	C C S S S C S S C C C S S S C	控 制 不 行 ， 不 控 制 也 不 行 。
4162	首 先 ， 两 位 当 地 官 员 过 来 看 我 们 ， 通 知 他 们 ， 在 调 查 我 们 的 房 东 。	NONE	NONE	C C C C C C C C C C C S C C C S S S S C M C C C C C C C C	首 先 ， 两 位 当 地 官 员 过 来 找 我 们 ， 告 知 我 们 ， 他 们 在 调 查 我 们 的 房 东 。
4171	我 们 早 上 七 点 半 出 去 了 ， 八 点 上 了 车 ， 八 点 半 在 佛 罗 伦 萨 下 了 车 。	NONE	NONE	C C C C C C C S S S C C C C C C C C C C C C C C C C C C C	我 们 早 上 七 点 半 出 发 ， 八 点 上 了 车 ， 八 点 半 在 佛 罗 伦 萨 下 了 车 。
4193	他 给 我 照 片 ， 所 以 我 现 在 饿 死 了 。	NONE	NONE	C C C M C C C C C C C M C C C	他 给 我 看 照 片 ， 所 以 我 现 在 感 觉 快 饿 死 了 。
4194	我 羡 慕 上 海 人 ， 他 们 每 天 可 以 吃 非 常 好 吃 的 包 子 。	NONE	NONE	C C C C C C C M C C C C C C M C C C C C C C	我 羡 慕 上 海 人 ， 因 为 他 们 每 天 可 以 吃 到 非 常 好 吃 的 包 子 。
4254	呢 么 你 得 加 油 阿 。	NONE	NONE	S S C C C C S C	那 么 你 得 加 油 啊 。
4287	早 上 地 学 习 能 提 高 记 忆 力 ， 而 且 我 上 课 也 不 会 迟 到 。	NONE	NONE	C C R C C C C C C C C C C C C C C C C C C C C	早 上 学 习 能 提 高 记 忆 力 ， 而 且 我 上 课 也 不 会 迟 到 。
4335	我 是 一 个 后 进 生 ， 没 有 并 劲 ， 没 有 理 想 。	NONE	NONE	C C C C C C C C C C S S C C C C C C	我 是 一 个 后 进 生 ， 没 有 拼 劲 ， 没 有 理 想 。
4336	只 愿 意 了 天 天 过 得 无 灾 无 难 。	NONE	NONE	C C C R C C C C C C C C C	只 愿 意 天 天 过 得 无 灾 无 难 。
4350	比 如 说 ， 路 上 看 到 穷 人 或 者 无 家 的 动 物 的 时 候 我 心 里 什 么 感 觉 都 没 有 。	NONE	NONE	C C C C C C C C C C C C S C C C C C C C C C C C C C C C C C C	比 如 说 ， 路 上 看 到 穷 人 或 者 没 有 家 的 动 物 的 时 候 我 心 里 什 么 感 觉 都 没 有 。
4373	几 乎 所 有 的 树 都 排 除 了 ，	NONE	NONE	C C C C C C C S S C C	几 乎 所 有 的 树 都 被 砍 了 ，
4392	所 以 呢 ， 我 决 心 看 中 国 的 电 视 剧 ， 找 一 找 什 么 是 有 意 思 的 。	NONE	NONE	C C C C C S S C C C C C C C C C C C C C C C C C C C	所 以 呢 ， 我 决 定 看 中 国 的 电 视 剧 ， 找 一 找 什 么 是 有 意 思 的 。
4435	但 是 她 的 心 态 一 直 很 积 极 ， 记 性 像 我 年 轻 人 一 样 强 。	NONE	NONE	C C C C C C C C C C C C C C C C M C C C C C C	但 是 她 的 心 态 一 直 很 积 极 ， 记 性 像 我 这 样 的 年 轻 人 一 样 强 。
4491	天 气 变 得 很 容 易 。	NONE	NONE	C C C C C S S C	天 气 变 得 很 快 。
4492	第 一 个 天 下 雨 了 ， 第 二 天 天 气 变 很 好 。	NONE	NONE	C C R C C C C C C C C C C C M C C	第 一 天 下 雨 了 ， 第 二 天 天 气 变 得 很 好 。
4509	可 是 ， 现 在 托 父 母 的 福 ， 我 能 过 这 个 留 学 生 生 活 。	NONE	NONE	C C C C C C C C C C C C M C C C C C R C C C	可 是 ， 现 在 托 父 母 的 福 ， 我 才 能 过 这 个 留 学 生 活 。
4523	高 中 毕 业 以 后 ， 没 那 么 多 见 同 事 们 的 机 会 。	NONE	NONE	C C C C C C C C C C C C S S C C C C C	高 中 毕 业 以 后 ， 没 那 么 多 见 同 学 们 的 机 会 。
4524	有 的 女 的 同 时 已 经 结 婚 ， 有 的 男 的 朋 友 为 了 工 作 搬 家 了 。	NONE	NONE	C C C C R R C C C C M C C C C R R C C C C C C C C	有 的 女 的 已 经 结 婚 了 ， 有 的 男 的 为 了 工 作 搬 家 了 。
4535	对 打 游 戏 也 没 有 兴 趣 ， 最 喜 欢 是 安 静 。	NONE	NONE	M C C C C C C C C C C C C M C C C	我 对 打 游 戏 也 没 有 兴 趣 ， 最 喜 欢 的 是 安 静 。
4577	可 是 我 也 打 算 在 今 年 年 末 回 去 上 海 看 祖 父 和 父 亲 。	NONE	NONE	C C C C C C C C C C C C R C C C C C C C C C	可 是 我 也 打 算 在 今 年 年 末 回 上 海 看 祖 父 和 父 亲 。
4649	从 候 船 室 往 海 那 边 看 起 来 ， 风 景 还 真 美 ！	NONE	NONE	C C C C C C C C C R R C C C C C C C	从 候 船 室 往 海 那 边 看 ， 风 景 还 真 美 ！
4776	不 知 道 能 得 什 么 样 的 结 果 。	NONE	NONE	C C C C C M C C C C C C	不 知 道 能 得 到 什 么 样 的 结 果 。
4804	我 的 嗓 子 到 现 在 也 不 舒 服 。	NONE	NONE	C C C C C C C S C C C C	我 的 嗓 子 到 现 在 都 不 舒 服 。
4898	可 我 没 比 以 前 做 地 很 多 运 动 。	NONE	NONE	C C C C C C C R S S C C C	可 我 没 比 以 前 做 更 多 运 动 。
4899	不 如 少 得 多 了 。	NONE	NONE	S S C C C C C	反 而 少 得 多 了 。
5021	大 连 的 冬 天 大 冷 ， 所 以 冬 天 时 城 市 好 像 睡 觉 的 样 子 。	NONE	NONE	C C C C C S C C C C C C C C C C C S S C C C C	大 连 的 冬 天 太 冷 ， 所 以 冬 天 时 城 市 好 像 睡 着 的 样 子 。
5081	提 别 是 我 公 司 的 文 员 们 ， 他 们 背 了 很 多 人 的 手 机 号 码 。	NONE	NONE	S S C C C C C C C C C C C C C C C C C C C C C C	特 别 是 我 公 司 的 文 员 们 ， 他 们 背 了 很 多 人 的 手 机 号 码 。
5244	我 下 星 期 唱 歌 《 家 乡 》 。	NONE	NONE	C C C C S S C C C C C	我 下 星 期 唱 《 家 乡 》 。
5245	我 要 记 住 那 个 歌 词 。	NONE	NONE	C C C C S S C C C	我 要 记 住 它 的 歌 词 。
5459	什 么 你 要 读 就 是 哪 儿 。	NONE	NONE	C C C C C R R S S M	什 么 你 要 读 的 那 儿 都 有 。
5460	他 了 解 图 书 馆 没 有 别 的 有 意 思 的 生 物 学 书 ， 所 以 他 借 了 一 本 天 文 学 书 。	NONE	NONE	C S S C C C C C C C C C C C C C C M C C C C C C C C C C C M C	他 知 道 图 书 馆 没 有 别 的 有 意 思 的 生 物 学 的 书 ， 所 以 他 借 了 一 本 天 文 学 的 书 。
5611	书 里 的 方 句 很 复 杂 。	NONE	NONE	C C C R R C C C C	书 里 的 句 子 很 复 杂 。
5612	我 觉 得 我 汉 语 水 平 还 没 有 这 么 高 。	NONE	NONE	C C C C M C C C C C C C C C C	我 觉 得 我 的 汉 语 水 平 还 没 有 这 么 高 。
5623	比 如 是 ， 我 看 中 国 电 影 的 时 候 ， 没 想 到 我 一 点 都 不 明 白 在 电 影 的 演 员 讲 什 么 事 儿 。	NONE	NONE	C C S C C C C C C C C C C C C C C C C C C C C C R C C M C C M C C C C C	比 如 说 ， 我 看 中 国 电 影 的 时 候 ， 没 想 到 我 一 点 都 不 明 白 电 影 里 的 演 员 在 讲 什 么 事 儿 。
5624	太 失 意 了 ！	NONE	NONE	C S S C C	太 失 落 了 ！
5760	于 是 ， 我 想 开 始 为 我 同 胞 介 绍 一 下 中 国 全 地 理 。	NONE	NONE	C C C C C R R C S C C C C C C C C R C C C	于 是 ， 我 想 为 我 的 同 胞 介 绍 一 下 中 国 地 理 。
5772	难 道 我 们 大 学 和 肯 德 基 协 作 着 吗 ？	NONE	NONE	C C C C C C C C C C S S R C C	难 道 我 们 大 学 和 肯 德 基 合 作 吗 ？
5773	今 天 的 日 记 到 这 边 。	NONE	NONE	C C C C C M S S C	今 天 的 日 记 就 写 到 这 里 。
5791	我 不 可 以 找 到 了 在 哪 里 我 会 买 菜 。	NONE	NONE	C S S S C C M S C C R R C C C	我 没 找 到 可 以 到 哪 里 买 菜 。
5818	我 觉 得 懒 。	NONE	NONE	C C C M C	我 觉 得 我 很 懒 。
5824	庄 稼 烧 毁 ， 河 流 和 湖 泊 干 涸 。	NONE	NONE	C C M C C C C C C C C C C	庄 稼 被 烧 毁 ， 河 流 和 湖 泊 变 干 涸 。
5825	因 为 过 多 的 热 量 ， 人 们 遭 受 了 疲 惫 。	NONE	NONE	C C C C C C C C C C S S S C C C	因 为 过 多 的 热 量 ， 人 们 非 常 疲 惫 。
5850	如 果 可 以 的 话 ， 我 想 他 做 我 的 皮 包 ， 呵 呵 。	NONE	NONE	C C C C C C C C C M S C C C C C C C C	如 果 可 以 的 话 ， 我 想 让 他 设 计 我 的 皮 包 ， 呵 呵 。
5903	我 们 喝 许 多 好 喝 茶 。	NONE	NONE	C C C M C C C M C	我 们 喝 了 许 多 好 喝 的 茶 。
5999	她 一 意 看 那 条 消 防 车 。	NONE	NONE	C S S C C S C C C C	她 一 直 看 那 辆 消 防 车 。
6069	你 不 觉 得 呢 ？	NONE	NONE	C C C C S C	你 不 觉 得 吗 ？
6085	我 真 的 不 要 我 的 工 作 变 我 的 最 大 的 焦 点 。	NONE	NONE	C C C S S C C C C S C C C C C S S C	我 真 的 不 想 要 我 的 工 作 变 成 我 的 最 大 的 焦 虑 。
6266	这 次 留 学 不 是 学 中 文 的 ， 就 是 所 谓 旁 听 生 的 身 份 来 跟 一 般 的 中 国 学 生 一 起 上 课 。	NONE	NONE	C C C C C C C C C C C C C S S C C C C C C C C S S C C C C C C C C C C	这 次 留 学 不 是 学 中 文 的 ， 就 是 以 旁 听 生 的 身 份 来 跟 普 通 的 中 国 学 生 一 起 上 课 。
6352	你 有 玩 玩 儿 吗 ？ ”	NONE	NONE	C C M C C C C C	你 有 去 哪 里 玩 玩 儿 吗 ？ ”
6377	我 非 常 喜 欢 可 乐 ， 但 是 不 建 。	NONE	NONE	C C C C C C C C C C C S C	我 非 常 喜 欢 可 乐 ， 但 是 不 健 康 。
6378	没 糖 可 乐 也 难 喝 。	NONE	NONE	S C C C C C C C	无 糖 可 乐 也 难 喝 。
6420	我 去 过 美 国 ， 韩 国 ， 中 国 ， 马 来 西 亚 。	NONE	NONE	C C C C C C C C C C C S C C C C C	我 去 过 美 国 ， 韩 国 ， 中 国 和 马 来 西 亚 。
